"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dff","dropout_rate","head_dim","learning_rate","n_heads","n_layers","window_size","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/r_square","epoch/val_loss","epoch/val_r_square"
"helpful-sweep-18","failed","-","cridonoso","","2023-06-06T18:58:31.000Z","2457","u9aqay8r","2500","64","0.4824794370140496","32","0.00001","1","2","200","9","0.000009999999747378752","0.16465052962303162","0.0020762085914611816","0.154539555311203","0.0010741353034973145"
"trim-sweep-28","failed","-","cridonoso","","2023-06-07T22:33:28.000Z","4379","q1ntly1t","2500","64","0.44330155281326966","32","0.01","2","2","200","9","0.000009999999747378752","0.14749093353748322","0.001078486442565918","0.15467174351215365","0.001750051975250244"
"true-sweep-14","failed","-","cridonoso","","2023-06-06T13:34:31.000Z","3297","u9aqay8r","2500","32","0.209446155591612","16","0.01","2","2","200","9","0.000009999999747378752","0.17100626230239868","0.010373473167419434","0.15474382042884827","0.009823918342590332"
"clear-sweep-17","failed","-","cridonoso","","2023-06-06T18:18:29.000Z","2401","u9aqay8r","2500","32","0.054673461254705735","32","0.01","1","2","200","9","0.000009999999747378752","0.15733760595321655","0.001262962818145752","0.15500608086586","0.0010666251182556152"
"misunderstood-sweep-33","failed","-","cridonoso","","2023-06-10T01:38:45.000Z","4480","u9aqay8r","2500","128","0.2508573864815844","32","0.001","2","2","200","9","0.000009999999747378752","0.15413574874401093","0.001813054084777832","0.15504711866378784","0.0006870031356811523"
"frosty-sweep-43","failed","-","cridonoso","","2023-06-10T11:19:28.000Z","6837","u9aqay8r","2500","32","0.01266188634277754","64","0.00001","2","2","200","9","0.000009999999747378752","0.1522473692893982","0.006435513496398926","0.15511447191238403","0.00457608699798584"
"northern-sweep-23","failed","-","cridonoso","","2023-06-06T16:22:41.000Z","6949","q1ntly1t","2500","64","0.22416618896473944","64","0.01","2","2","200","9","0.000009999999747378752","0.16169658303260803","0.001880049705505371","0.1557326316833496","0.0019057393074035645"
"sunny-sweep-49","failed","-","cridonoso","","2023-06-09T05:09:47.000Z","3522","q1ntly1t","2500","128","0.21536780948024","64","0.01","1","2","200","9","0.000009999999747378752","0.14485055208206177","0.001371324062347412","0.1561783254146576","0.002122163772583008"
"trim-sweep-11","failed","-","cridonoso","","2023-06-05T05:21:29.000Z","8460","q1ntly1t","2500","64","0.4905086024495033","32","0.0001","4","2","200","9","0.000009999999747378752","0.1489870250225067","0.003371298313140869","0.1569768488407135","0.004060924053192139"
"lemon-sweep-24","crashed","-","cridonoso","","2023-06-10T20:14:51.000Z","0","hvmpmcr4","2500","32","0.09957212677158316","64","0.01","4","1","200","","","","","",""
"dauntless-sweep-26","crashed","-","cridonoso","","2023-06-10T20:15:02.000Z","0","hvmpmcr4","2500","64","0.2747230161412417","32","0.00001","2","1","200","","","","","",""
"trim-sweep-47","crashed","-","cridonoso","","2023-06-10T20:17:14.000Z","0","hvmpmcr4","2500","32","0.10297651005837988","16","0.01","4","1","200","","","","","",""
"floral-sweep-41","crashed","-","cridonoso","","2023-06-10T20:16:41.000Z","0","hvmpmcr4","2500","16","0.22189278280810457","64","0.01","4","1","200","","","","","",""
"olive-sweep-50","crashed","-","cridonoso","","2023-06-10T20:02:14.000Z","0","u9aqay8r","2500","128","0.4838813319386193","64","0.00001","2","2","200","","","","","",""
"sweet-sweep-27","crashed","-","cridonoso","","2023-06-10T20:15:08.000Z","0","hvmpmcr4","2500","128","0.3288234834912232","64","0.0001","4","1","200","","","","","",""
"toasty-sweep-40","crashed","-","cridonoso","","2023-06-10T20:16:35.000Z","0","hvmpmcr4","2500","128","0.15007300329622908","64","0.01","4","1","200","","","","","",""
"denim-sweep-49","crashed","-","cridonoso","","2023-06-10T20:17:26.000Z","0","hvmpmcr4","2500","128","0.4633474755267169","16","0.0001","2","1","200","","","","","",""
"bumbling-sweep-34","crashed","-","cridonoso","","2023-06-10T20:15:49.000Z","0","hvmpmcr4","2500","16","0.15356834818648274","32","0.00001","4","1","200","","","","","",""
"deft-sweep-31","crashed","-","cridonoso","","2023-06-10T20:15:31.000Z","0","hvmpmcr4","2500","16","0.03660996818768397","32","0.01","4","2","200","","","","","",""
"wobbly-sweep-44","crashed","-","cridonoso","","2023-06-10T20:16:58.000Z","0","hvmpmcr4","2500","32","0.12503100458935473","32","0.00001","4","1","200","","","","","",""
"valiant-sweep-30","crashed","-","cridonoso","","2023-06-10T20:15:25.000Z","0","hvmpmcr4","2500","128","0.34618902531634904","32","0.0001","4","1","200","","","","","",""
"tough-sweep-48","crashed","-","cridonoso","","2023-06-10T20:02:03.000Z","0","u9aqay8r","2500","64","0.05264874722052809","64","0.00001","4","2","200","","","","","",""
"dazzling-sweep-45","crashed","-","cridonoso","","2023-06-10T20:17:03.000Z","0","hvmpmcr4","2500","32","0.4092106627912105","64","0.01","1","2","200","","","","","",""
"trim-sweep-20","crashed","-","cridonoso","","2023-06-10T20:14:29.000Z","0","hvmpmcr4","2500","32","0.22312770324136005","32","0.00001","2","2","200","","","","","",""
"mild-sweep-33","crashed","-","cridonoso","","2023-06-10T20:15:43.000Z","0","hvmpmcr4","2500","16","0.360660416946702","32","0.01","4","2","200","","","","","",""
"hopeful-sweep-42","crashed","-","cridonoso","","2023-06-10T20:16:46.000Z","0","hvmpmcr4","2500","64","0.00143669253755091","64","0.00001","4","2","200","","","","","",""
"proud-sweep-46","crashed","-","cridonoso","","2023-06-10T20:17:09.000Z","0","hvmpmcr4","2500","64","0.3536917351255213","32","0.01","4","1","200","","","","","",""
"true-sweep-48","crashed","-","cridonoso","","2023-06-10T20:17:20.000Z","0","hvmpmcr4","2500","64","0.13551123256850012","32","0.001","4","2","200","","","","","",""
"lucky-sweep-51","crashed","-","cridonoso","","2023-06-09T07:21:37.000Z","0","q1ntly1t","2500","128","0.4641494111891174","32","0.001","4","2","200","","","","","",""
"wobbly-sweep-28","crashed","-","cridonoso","","2023-06-10T20:15:14.000Z","0","hvmpmcr4","2500","64","0.43726566227257535","32","0.0001","4","2","200","","","","","",""
"super-sweep-22","crashed","-","cridonoso","","2023-06-10T20:14:40.000Z","0","hvmpmcr4","2500","32","0.4572545887572263","64","0.00001","4","2","200","","","","","",""
"playful-sweep-50","crashed","-","cridonoso","","2023-06-10T20:17:31.000Z","0","hvmpmcr4","2500","128","0.29553781582634725","32","0.0001","4","2","200","","","","","",""
"azure-sweep-38","crashed","-","cridonoso","","2023-06-10T20:16:12.000Z","0","hvmpmcr4","2500","128","0.27597912044107514","16","0.00001","4","2","200","","","","","",""
"super-sweep-35","crashed","-","cridonoso","","2023-06-10T20:15:55.000Z","0","hvmpmcr4","2500","16","0.3712612354292093","64","0.01","1","2","200","","","","","",""
"eternal-sweep-49","crashed","-","cridonoso","","2023-06-10T20:02:08.000Z","0","u9aqay8r","2500","128","0.07916001056185523","32","0.00001","4","2","200","","","","","",""
"soft-sweep-36","crashed","-","cridonoso","","2023-06-10T20:16:00.000Z","0","hvmpmcr4","2500","16","0.47873577043198257","64","0.0001","2","1","200","","","","","",""
"northern-sweep-21","crashed","-","cridonoso","","2023-06-10T20:14:34.000Z","0","hvmpmcr4","2500","128","0.12188165021756105","64","0.00001","4","2","200","","","","","",""
"exalted-sweep-37","crashed","-","cridonoso","","2023-06-10T20:16:06.000Z","0","hvmpmcr4","2500","32","0.4347007402663636","32","0.001","2","2","200","","","","","",""
"dashing-sweep-43","crashed","-","cridonoso","","2023-06-10T20:16:52.000Z","0","hvmpmcr4","2500","32","0.46499903193544506","16","0.001","1","1","200","","","","","",""
"gentle-sweep-29","crashed","-","cridonoso","","2023-06-10T20:15:20.000Z","0","hvmpmcr4","2500","16","0.4318452144552035","32","0.001","4","1","200","","","","","",""
"easy-sweep-39","crashed","-","cridonoso","","2023-06-10T20:16:29.000Z","0","hvmpmcr4","2500","32","0.3716837660248584","16","0.001","4","1","200","","","","","",""
"peachy-sweep-19","crashed","-","cridonoso","","2023-06-10T20:14:18.000Z","0","hvmpmcr4","2500","16","0.34198847847878755","32","0.00001","2","2","200","","","","","",""
"zany-sweep-23","crashed","-","cridonoso","","2023-06-10T20:14:45.000Z","0","hvmpmcr4","2500","64","0.12001010775529453","64","0.001","4","1","200","","","","","",""
"grateful-sweep-32","crashed","-","cridonoso","","2023-06-10T20:15:37.000Z","0","hvmpmcr4","2500","64","0.3261886836806022","64","0.0001","2","2","200","","","","","",""
"warm-sweep-25","crashed","-","cridonoso","","2023-06-10T20:14:57.000Z","0","hvmpmcr4","2500","32","0.3204546845284914","32","0.0001","1","2","200","","","","","",""
