"Name","State","Notes","User","Tags","Created","Runtime","Sweep","clf_name","dataset_to_ft","dff","dropout_rate","fold","head_dim","learning_rate","n_heads","n_layers","paths","rand","clf","epoch/accuracy","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/r_square","epoch/val_accuracy","epoch/val_loss","epoch/val_r_square","ft_dataset","probed","window_size","test_f1","test_precision","test_recall"
"generous-sweep-11","finished","-","cridonoso","","2023-06-20T19:47:46.000Z","178","bes7q1fe","mlp_att","atlas","64","0.3955","0","64","0.00001","4","1","winsize/800","0.2","mlp_att","0.887499988079071","223","0.000009999999747378752","0.3985322415828705","0.6783759593963623","0.6499999761581421","0.8304422497749329","0.6913026571273804","./data/records/atlas/fold_0/atlas_20","0.5","800","0.5502066111836228","0.5612499609229127","0.5519999999999999"
"scarlet-sweep-59","finished","-","cridonoso","","2023-06-21T03:00:01.000Z","341","bes7q1fe","mlp_att","alcock","64","0.3955","2","64","0.00001","4","1","masking/0.60","0.2","mlp_att","0.7821522355079651","303","0.000009999999747378752","0.6771888136863708","0.549919605255127","0.6041666865348816","1.0604333877563477","0.505923867225647","./data/records/alcock/fold_2/alcock_20","0.60","200","0.5483061336802523","0.5646880861554654","0.5528272001296978"
"cool-sweep-61","finished","-","cridonoso","","2023-06-21T03:03:52.000Z","357","bes7q1fe","mlp_att","alcock","64","0.3955","2","64","0.00001","4","1","masking/1.00","0.2","mlp_att","0.7112860679626465","365","0.000009999999747378752","0.8649115562438965","0.6738380789756775","0.5104166865348816","1.2041350603103638","0.7045688033103943","./data/records/alcock/fold_2/alcock_20","1.00","200","0.5446827131423523","0.5528540635359082","0.5467263878292893"
"breezy-sweep-54","finished","-","cridonoso","","2023-06-21T02:55:16.000Z","310","bes7q1fe","mlp_att","alcock","64","0.3955","1","64","0.00001","4","1","winsize/500","0.2","mlp_att","0.7978723645210266","259","0.000009999999747378752","0.7229077816009521","0.7042220830917358","0.4347825944423675","1.4237953424453735","0.6286227703094482","./data/records/alcock/fold_1/alcock_20","0.5","500","0.5432960231165608","0.5646262887804357","0.5496136480007449"
"happy-sweep-65","finished","-","cridonoso","","2023-06-21T03:09:43.000Z","218","bes7q1fe","mlp_att","alcock","64","0.3955","2","64","0.00001","4","1","winsize/500","0.2","mlp_att","0.7722222208976746","270","0.000009999999747378752","0.7674975991249084","0.670960545539856","0.5681818127632141","1.2441009283065796","0.6101527214050293","./data/records/alcock/fold_2/alcock_20","0.5","500","0.5402519387832337","0.5483750383282305","0.5415002304256348"
"stoic-sweep-47","finished","-","cridonoso","","2023-06-21T02:46:49.000Z","337","bes7q1fe","mlp_att","alcock","64","0.3955","1","64","0.00001","4","1","masking/0.50","0.2","mlp_att","0.7404580116271973","294","0.000009999999747378752","0.7793620824813843","0.6936687231063843","0.5416666865348816","1.3530648946762085","0.6663013696670532","./data/records/alcock/fold_1/alcock_20","0.50","200","0.538560771281792","0.5592985732263005","0.5423873217633379"
"sandy-sweep-53","finished","-","cridonoso","","2023-06-21T02:53:52.000Z","157","bes7q1fe","mlp_att","alcock","64","0.3955","1","64","0.00001","4","1","winsize/200","0.2","mlp_att","0.7277353405952454","185","0.000009999999747378752","0.8279145359992981","0.5603040456771851","0.5520833134651184","1.2196599245071411","0.5412955284118652","./data/records/alcock/fold_1/alcock_20","0.5","200","0.5362408345991663","0.5509243276713544","0.5375686004523982"
"stilted-sweep-52","finished","-","cridonoso","","2023-06-21T02:52:29.000Z","162","bes7q1fe","mlp_att","alcock","64","0.3955","1","64","0.00001","4","1","winsize/100","0.2","mlp_att","0.6820027232170105","235","0.000009999999747378752","0.8960801959037781","0.6457278728485107","0.5","1.375788927078247","0.5717505216598511","./data/records/alcock/fold_1/alcock_20","0.5","100","0.5343610534503479","0.5630427957673555","0.5381420272128351"
"toasty-sweep-113","finished","-","cridonoso","","2023-06-22T03:49:04.000Z","444","bes7q1fe","mlp_att_conv","alcock","64","0.3955","2","64","0.00001","4","1","masking/1.00","0.2","mlp_att_conv","0.9212598204612732","593","0.000009999999747378752","0.527903139591217","0.6913727521896362","0.5208333134651184","1.2714287042617798","0.5943208932876587","./data/records/alcock/fold_2/alcock_20","1.00","200","0.5311082017422818","0.545419318571155","0.525672056676357"
"comic-sweep-149","finished","-","cridonoso","","2023-06-23T04:57:06.000Z","6584","bes7q1fe","mlp_last","atlas","64","0.3955","2","64","0.00001","4","1","winsize/200","0.2","mlp_last","0.7160493731498718","13741","0.000009999999747378752","0.8462424278259277","0.625775158405304","0.6000000238418579","0.9565169215202332","0.5770125389099121","./data/records/atlas/fold_2/atlas_20","0.5","200","0.5300508896817178","0.531961555500837","0.5506915474462645"
